timestamp,junction_id,vehicles,pedestrians,congestion,avg_speed,incident
2024-01-01T00:00:00,J000,38,2,0.2345679012345679,22.452541441220315,False
2024-01-01T00:00:00,J001,23,2,0.20175438596491227,52.70370854120019,False
2024-01-01T00:00:00,J002,43,4,0.15985130111524162,58.480136662214086,False
2024-01-01T00:00:00,J003,44,3,0.16541353383458646,51.18982398969705,True
2024-01-01T00:00:00,J004,28,3,0.16666666666666666,37.1768143659364,False
2024-01-01T00:00:00,J005,34,2,0.15668202764976957,54.70922003382435,False
2024-01-01T00:00:00,J006,41,2,0.19902912621359223,54.9868094621278,True
2024-01-01T00:00:00,J007,53,5,0.17966101694915254,52.17027317648905,False
2024-01-01T00:00:00,J008,54,3,0.19636363636363635,59.30117471178693,False
2024-01-01T00:00:00,J009,25,2,0.1968503937007874,39.48975465039196,False
2024-01-01T00:00:00,J010,21,1,0.16279069767441862,22.320622828217694,False
2024-01-01T00:00:00,J011,68,5,0.23776223776223776,41.16185575029533,False
2024-01-01T00:00:00,J012,36,2,0.1836734693877551,40.3624380243812,False
2024-01-01T00:00:00,J013,36,4,0.17560975609756097,20.45348404116946,False
2024-01-01T00:00:00,J014,38,4,0.2,17.32058870430807,False
2024-01-01T00:15:00,J000,35,4,0.21604938271604937,27.507436838959883,False
2024-01-01T00:15:00,J001,19,1,0.16666666666666666,45.83835614645507,False
2024-01-01T00:15:00,J002,43,5,0.15985130111524162,18.922137745141825,False
2024-01-01T00:15:00,J003,54,7,0.20300751879699247,34.8147879933171,False
2024-01-01T00:15:00,J004,34,2,0.20238095238095238,53.367548546447786,False
2024-01-01T00:15:00,J005,51,7,0.2350230414746544,33.591664065691134,False
2024-01-01T00:15:00,J006,48,3,0.23300970873786409,54.82972941983172,False
2024-01-01T00:15:00,J007,65,5,0.22033898305084745,13.801826172797874,False
2024-01-01T00:15:00,J008,57,8,0.20727272727272728,40.51142549808104,False
2024-01-01T00:15:00,J009,28,3,0.2204724409448819,18.305755299198395,False
2024-01-01T00:15:00,J010,29,4,0.2248062015503876,26.072577833709584,False
2024-01-01T00:15:00,J011,50,3,0.17482517482517482,56.01758061638264,False
2024-01-01T00:15:00,J012,43,4,0.2193877551020408,17.35523795371678,False
2024-01-01T00:15:00,J013,42,3,0.2048780487804878,29.386413970138612,False
2024-01-01T00:15:00,J014,40,5,0.21052631578947367,33.92991182211711,False
2024-01-01T00:30:00,J000,28,1,0.1728395061728395,48.68449900393119,False
2024-01-01T00:30:00,J001,24,2,0.21052631578947367,19.921579338087632,False
2024-01-01T00:30:00,J002,60,7,0.22304832713754646,24.7962627000599,False
2024-01-01T00:30:00,J003,48,2,0.18045112781954886,35.268441387810775,False
2024-01-01T00:30:00,J004,33,2,0.19642857142857142,25.587394622426842,False
2024-01-01T00:30:00,J005,36,3,0.16589861751152074,15.270207838927131,False
2024-01-01T00:30:00,J006,46,6,0.22330097087378642,29.245432444747383,False
2024-01-01T00:30:00,J007,50,6,0.1694915254237288,46.3630552003085,False
2024-01-01T00:30:00,J008,64,5,0.23272727272727273,42.87765578609089,False
2024-01-01T00:30:00,J009,23,1,0.18110236220472442,33.91637085982175,False
2024-01-01T00:30:00,J010,22,2,0.17054263565891473,15.08043926921195,False
2024-01-01T00:30:00,J011,65,6,0.22727272727272727,53.04283767232407,False
2024-01-01T00:30:00,J012,38,5,0.19387755102040816,27.699174045491688,False
2024-01-01T00:30:00,J013,38,5,0.18536585365853658,19.253881048177654,False
2024-01-01T00:30:00,J014,41,3,0.21578947368421053,15.660988037183278,True
2024-01-01T00:45:00,J000,28,1,0.1728395061728395,42.45596407562489,False
2024-01-01T00:45:00,J001,22,1,0.19298245614035087,23.58527637522141,False
2024-01-01T00:45:00,J002,52,5,0.19330855018587362,26.46072290242293,False
2024-01-01T00:45:00,J003,62,7,0.23308270676691728,53.25329489157199,False
2024-01-01T00:45:00,J004,29,4,0.17261904761904762,12.877028308041174,False
2024-01-01T00:45:00,J005,39,5,0.17972350230414746,23.68686384341649,False
2024-01-01T00:45:00,J006,35,4,0.16990291262135923,19.80798258791887,False
2024-01-01T00:45:00,J007,57,7,0.19322033898305085,44.13747722726745,False
2024-01-01T00:45:00,J008,61,9,0.22181818181818183,30.796169062292197,False
2024-01-01T00:45:00,J009,20,1,0.15748031496062992,56.0075871795328,False
2024-01-01T00:45:00,J010,27,1,0.20930232558139536,51.99241838979696,False
2024-01-01T00:45:00,J011,60,5,0.2097902097902098,30.730377473348018,False
2024-01-01T00:45:00,J012,45,5,0.22959183673469388,19.771421858032742,False
2024-01-01T00:45:00,J013,41,2,0.2,23.97631004141502,False
2024-01-01T00:45:00,J014,42,5,0.22105263157894736,56.85942647879585,False
2024-01-01T01:00:00,J000,28,4,0.1728395061728395,47.688993904301036,False
2024-01-01T01:00:00,J001,24,2,0.21052631578947367,16.79550932772195,False
2024-01-01T01:00:00,J002,58,4,0.21561338289962825,12.21591484024986,False
2024-01-01T01:00:00,J003,59,8,0.22180451127819548,28.918072070422703,True
2024-01-01T01:00:00,J004,29,3,0.17261904761904762,14.579471163084564,False
2024-01-01T01:00:00,J005,34,3,0.15668202764976957,30.465716812710653,False
2024-01-01T01:00:00,J006,34,4,0.1650485436893204,19.446519803420017,False
2024-01-01T01:00:00,J007,66,9,0.22372881355932203,48.92627323692048,False
2024-01-01T01:00:00,J008,58,8,0.2109090909090909,16.548704184560265,False
2024-01-01T01:00:00,J009,21,2,0.16535433070866143,34.13759452505444,False
2024-01-01T01:00:00,J010,23,1,0.17829457364341086,33.87488477411513,False
2024-01-01T01:00:00,J011,64,8,0.22377622377622378,37.6938772254707,False
2024-01-01T01:00:00,J012,38,3,0.19387755102040816,53.923962237595184,False
2024-01-01T01:00:00,J013,43,5,0.2097560975609756,32.89208674121449,False
2024-01-01T01:00:00,J014,31,4,0.1631578947368421,30.804535562203018,False
2024-01-01T01:15:00,J000,28,3,0.1728395061728395,14.23828710103229,False
2024-01-01T01:15:00,J001,21,2,0.18421052631578946,54.208169460381484,False
